region,Hemisphere,seg_index,face,plot_order
thalamus_DA_med,R,9,lateral,96
thalamus_VA_sup,R,8,lateral,97
thalamus_VP_lat,R,6,lateral,98
thalamus_DA_lat,R,10,lateral,99
thalamus_DP,R,21,lateral,100
hippocampus_tail,R,4,lateral,101
hippocampus_body,R,3,lateral,102
amygdala_med,R,20,lateral,103
hippocampus_head_lat,R,2,lateral,104
amygdala_lat,R,19,lateral,105
accumbens_core,R,23,lateral,106
caudate_DA,R,16,lateral,107
caudate_body,R,17,lateral,108
caudate_tail,R,18,lateral,109
putamen_VA,R,11,lateral,110
putamen_DA,R,12,lateral,111
putamen_DP,R,14,lateral,112
putamen_VP,R,13,lateral,113
putamen_DA,R,12,medial,114
putamen_VP,R,13,medial,115
putamen_DP,R,14,medial,116
putamen_VA,R,11,medial,117
thalamus_VP_lat,R,6,medial,118
accumbens_core,R,23,medial,119
accumbens_shell,R,22,medial,120
caudate_DA,R,16,medial,121
caudate_VA,R,15,medial,122
caudate_body,R,17,medial,123
caudate_tail,R,18,medial,124
amygdala_lat,R,19,medial,125
hippocampus_head_lat,R,2,medial,126
hippocampus_body,R,3,medial,127
hippocampus_head_med,R,1,medial,128
amygdala_med,R,20,medial,129
hippocampus_tail,R,4,medial,130
GP_post,R,24,medial,131
GP_ant,R,25,medial,132
thalamus_DA_lat,R,10,medial,133
thalamus_DP,R,21,medial,134
thalamus_VP_med,R,5,medial,135
thalamus_VA_inf,R,7,medial,136
thalamus_DA_med,R,9,medial,137
thalamus_VA_sup,R,8,medial,138
hippocampus_head_lat,R,2,superior,139
hippocampus_head_med,R,1,superior,140
hippocampus_body,R,3,superior,141
hippocampus_tail,R,4,superior,142
amygdala_lat,R,19,superior,143
amygdala_med,R,20,superior,144
GP_ant,R,25,superior,145
GP_post,R,24,superior,146
thalamus_DP,R,21,superior,147
accumbens_core,R,23,superior,148
accumbens_shell,R,22,superior,149
thalamus_VA_inf,R,7,superior,150
putamen_VA,R,11,superior,151
putamen_DA,R,12,superior,152
putamen_VP,R,13,superior,153
putamen_DP,R,14,superior,154
thalamus_VP_lat,R,6,superior,155
thalamus_VP_med,R,5,superior,156
thalamus_DA_lat,R,10,superior,157
thalamus_DA_med,R,9,superior,158
thalamus_VA_sup,R,8,superior,159
caudate_VA,R,15,superior,160
caudate_DA,R,16,superior,161
caudate_body,R,17,superior,162
caudate_tail,R,18,superior,163
caudate_tail,R,18,inferior,164
caudate_body,R,17,inferior,165
caudate_DA,R,16,inferior,166
caudate_VA,R,15,inferior,167
putamen_DA,R,12,inferior,168
putamen_DP,R,14,inferior,169
putamen_VP,R,13,inferior,170
putamen_VA,R,11,inferior,171
GP_ant,R,25,inferior,172
GP_post,R,24,inferior,173
accumbens_core,R,23,inferior,174
accumbens_shell,R,22,inferior,175
thalamus_DA_med,R,9,inferior,176
thalamus_DA_lat,R,10,inferior,177
thalamus_VP_med,R,5,inferior,178
thalamus_VP_lat,R,6,inferior,179
thalamus_VA_sup,R,8,inferior,180
thalamus_VA_inf,R,7,inferior,181
amygdala_med,R,20,inferior,182
amygdala_lat,R,19,inferior,183
thalamus_DP,R,21,inferior,184
hippocampus_tail,R,4,inferior,185
hippocampus_body,R,3,inferior,186
hippocampus_head_lat,R,2,inferior,187
hippocampus_head_med,R,1,inferior,188
